"","occurrenceID","braun.blanquet","measurementValue","measurementType","measurementTypeID","measurementUnit","measurementUnitID"
"242","2020-07-17T10:09:07Z_EAC_Cole_Harbour_G0060454_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"243","2020-07-17T10:09:17Z_EAC_Cole_Harbour_G0060455_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"244","2020-07-17T10:09:27Z_EAC_Cole_Harbour_G0060456_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"245","2020-07-17T10:09:37Z_EAC_Cole_Harbour_G0060457_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"246","2020-07-17T10:09:47Z_EAC_Cole_Harbour_G0060458_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"247","2020-07-17T10:09:57Z_EAC_Cole_Harbour_G0060459_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"248","2020-07-17T10:10:06Z_EAC_Cole_Harbour_G0060460_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"249","2020-07-17T10:10:17Z_EAC_Cole_Harbour_G0060461_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"250","2020-07-17T10:10:26Z_EAC_Cole_Harbour_G0060462_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"251","2020-07-17T10:10:37Z_EAC_Cole_Harbour_G0060463_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"252","2020-07-17T10:10:47Z_EAC_Cole_Harbour_G0060464_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"253","2020-07-17T10:10:56Z_EAC_Cole_Harbour_G0060465_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"254","2020-07-17T10:11:07Z_EAC_Cole_Harbour_G0060466_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"255","2020-07-17T10:11:17Z_EAC_Cole_Harbour_G0060467_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"256","2020-07-17T10:11:26Z_EAC_Cole_Harbour_G0060468_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"257","2020-07-17T10:11:37Z_EAC_Cole_Harbour_G0060469_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"258","2020-07-17T10:11:47Z_EAC_Cole_Harbour_G0060470_495077",0.5,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"259","2020-07-17T10:11:57Z_EAC_Cole_Harbour_G0060471_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"260","2020-07-17T10:12:07Z_EAC_Cole_Harbour_G0060472_495077",2," 5-25","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"261","2020-07-17T10:12:17Z_EAC_Cole_Harbour_G0060473_495077",2," 5-25","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"262","2020-07-17T10:12:27Z_EAC_Cole_Harbour_G0060474_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"263","2020-07-17T10:12:38Z_EAC_Cole_Harbour_G0060475_495077",4,"50-75","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"264","2020-07-17T10:12:47Z_EAC_Cole_Harbour_G0060476_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"265","2020-07-17T10:12:57Z_EAC_Cole_Harbour_G0060477_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"266","2020-07-17T10:13:07Z_EAC_Cole_Harbour_G0060478_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"267","2020-07-17T10:13:17Z_EAC_Cole_Harbour_G0060479_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"268","2020-07-17T10:13:27Z_EAC_Cole_Harbour_G0060480_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"269","2020-07-17T10:13:37Z_EAC_Cole_Harbour_G0060481_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"270","2020-07-17T10:13:47Z_EAC_Cole_Harbour_G0060482_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"271","2020-07-17T10:13:57Z_EAC_Cole_Harbour_G0060483_495077",1,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"272","2020-07-17T10:14:06Z_EAC_Cole_Harbour_G0060484_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"273","2020-07-17T10:14:17Z_EAC_Cole_Harbour_G0060485_495077",1,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"274","2020-07-17T10:14:27Z_EAC_Cole_Harbour_G0060486_495077",0.5,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"275","2020-07-17T10:14:37Z_EAC_Cole_Harbour_G0060487_495077",2," 5-25","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"276","2020-07-17T10:14:47Z_EAC_Cole_Harbour_G0060488_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"277","2020-07-17T10:14:57Z_EAC_Cole_Harbour_G0060489_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"278","2020-07-17T10:15:07Z_EAC_Cole_Harbour_G0060490_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"279","2020-07-17T10:15:17Z_EAC_Cole_Harbour_G0060491_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"280","2020-07-17T10:15:27Z_EAC_Cole_Harbour_G0060492_495077",4,"50-75","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"281","2020-07-17T10:15:37Z_EAC_Cole_Harbour_G0060493_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"282","2020-07-17T10:15:47Z_EAC_Cole_Harbour_G0060494_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"283","2020-07-17T10:15:57Z_EAC_Cole_Harbour_G0060495_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"284","2020-07-17T10:16:07Z_EAC_Cole_Harbour_G0060496_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"285","2020-07-17T10:16:17Z_EAC_Cole_Harbour_G0060497_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"286","2020-07-17T10:16:27Z_EAC_Cole_Harbour_G0060498_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"287","2020-07-17T10:16:37Z_EAC_Cole_Harbour_G0060499_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"288","2020-07-17T10:16:47Z_EAC_Cole_Harbour_G0060500_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"289","2020-07-17T10:16:57Z_EAC_Cole_Harbour_G0060501_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"290","2020-07-17T10:17:07Z_EAC_Cole_Harbour_G0060502_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"291","2020-07-17T10:17:17Z_EAC_Cole_Harbour_G0060503_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"292","2020-07-17T10:17:27Z_EAC_Cole_Harbour_G0060504_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"293","2020-07-17T10:17:37Z_EAC_Cole_Harbour_G0060505_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"294","2020-07-17T10:17:47Z_EAC_Cole_Harbour_G0060506_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"295","2020-07-17T10:17:57Z_EAC_Cole_Harbour_G0060507_495077",4,"50-75","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"296","2020-07-17T10:18:07Z_EAC_Cole_Harbour_G0060508_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"297","2020-07-17T10:18:17Z_EAC_Cole_Harbour_G0060509_495077",1,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"298","2020-07-17T10:18:27Z_EAC_Cole_Harbour_G0060510_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"299","2020-07-17T10:18:37Z_EAC_Cole_Harbour_G0060511_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"300","2020-07-17T10:18:47Z_EAC_Cole_Harbour_G0060512_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"301","2020-07-17T10:18:57Z_EAC_Cole_Harbour_G0060513_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"302","2020-07-17T10:19:07Z_EAC_Cole_Harbour_G0060514_495077",4,"50-75","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"303","2020-07-17T10:19:17Z_EAC_Cole_Harbour_G0060515_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"304","2020-07-17T10:19:27Z_EAC_Cole_Harbour_G0060516_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"305","2020-07-17T10:19:37Z_EAC_Cole_Harbour_G0060517_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"306","2020-07-17T10:19:47Z_EAC_Cole_Harbour_G0060518_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"307","2020-07-17T10:19:57Z_EAC_Cole_Harbour_G0060519_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"308","2020-07-17T10:20:06Z_EAC_Cole_Harbour_G0060520_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"309","2020-07-17T10:20:17Z_EAC_Cole_Harbour_G0060521_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"310","2020-07-17T10:20:27Z_EAC_Cole_Harbour_G0060522_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"311","2020-07-17T10:20:37Z_EAC_Cole_Harbour_G0060523_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"312","2020-07-17T10:20:50Z_EAC_Cole_Harbour_G0060524_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"313","2020-07-17T10:20:57Z_EAC_Cole_Harbour_G0060525_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"314","2020-07-17T10:21:06Z_EAC_Cole_Harbour_G0060526_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"315","2020-07-17T10:21:17Z_EAC_Cole_Harbour_G0060527_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"316","2020-07-17T10:21:27Z_EAC_Cole_Harbour_G0060528_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"317","2020-07-17T10:21:37Z_EAC_Cole_Harbour_G0060529_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"318","2020-07-17T10:21:47Z_EAC_Cole_Harbour_G0060530_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"319","2020-07-17T10:21:57Z_EAC_Cole_Harbour_G0060531_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"320","2020-07-17T10:22:07Z_EAC_Cole_Harbour_G0060532_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"321","2020-07-17T10:22:17Z_EAC_Cole_Harbour_G0060533_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"322","2020-07-17T10:22:27Z_EAC_Cole_Harbour_G0060534_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"323","2020-07-17T10:22:37Z_EAC_Cole_Harbour_G0060535_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"324","2020-07-17T10:22:47Z_EAC_Cole_Harbour_G0060536_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"325","2020-07-17T10:22:57Z_EAC_Cole_Harbour_G0060537_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"326","2020-07-17T10:23:07Z_EAC_Cole_Harbour_G0060538_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"327","2020-07-17T10:23:17Z_EAC_Cole_Harbour_G0060539_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"328","2020-07-17T10:23:27Z_EAC_Cole_Harbour_G0060540_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"329","2020-07-17T10:23:37Z_EAC_Cole_Harbour_G0060541_495077",2," 5-25","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"330","2020-07-17T10:23:47Z_EAC_Cole_Harbour_G0060542_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"331","2020-07-17T10:23:55Z_EAC_Cole_Harbour_G0060543_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"332","2020-07-17T10:24:07Z_EAC_Cole_Harbour_G0060544_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"333","2020-07-17T10:24:15Z_EAC_Cole_Harbour_G0060545_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"334","2020-07-17T10:24:27Z_EAC_Cole_Harbour_G0060546_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"335","2020-07-17T10:24:37Z_EAC_Cole_Harbour_G0060547_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"336","2020-07-17T10:24:47Z_EAC_Cole_Harbour_G0060548_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"337","2020-07-17T10:24:58Z_EAC_Cole_Harbour_G0060549_495077",1,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"338","2020-07-17T10:25:09Z_EAC_Cole_Harbour_G0060550_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"339","2020-07-17T10:25:17Z_EAC_Cole_Harbour_G0060551_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"340","2020-07-17T10:25:27Z_EAC_Cole_Harbour_G0060552_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"341","2020-07-17T10:25:37Z_EAC_Cole_Harbour_G0060553_495077",1,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"342","2020-07-17T10:25:48Z_EAC_Cole_Harbour_G0060554_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"343","2020-07-17T10:25:57Z_EAC_Cole_Harbour_G0060555_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"344","2020-07-17T10:26:07Z_EAC_Cole_Harbour_G0060556_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"345","2020-07-17T10:26:17Z_EAC_Cole_Harbour_G0060557_495077",2," 5-25","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"346","2020-07-17T10:26:28Z_EAC_Cole_Harbour_G0060558_495077",1,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"347","2020-07-17T10:26:37Z_EAC_Cole_Harbour_G0060559_495077",1,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"348","2020-07-17T10:26:47Z_EAC_Cole_Harbour_G0060560_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"349","2020-07-17T10:26:57Z_EAC_Cole_Harbour_G0060561_495077",3,"25-50","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"350","2020-07-17T10:27:07Z_EAC_Cole_Harbour_G0060562_495077",4,"50-75","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"351","2020-07-17T10:27:17Z_EAC_Cole_Harbour_G0060563_495077",3,"25-50","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"352","2020-07-17T10:27:27Z_EAC_Cole_Harbour_G0060564_495077",3,"25-50","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"353","2020-07-17T10:27:37Z_EAC_Cole_Harbour_G0060565_495077",3,"25-50","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"354","2020-07-17T10:27:47Z_EAC_Cole_Harbour_G0060566_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"355","2020-07-17T10:27:57Z_EAC_Cole_Harbour_G0060567_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"356","2020-07-17T10:28:07Z_EAC_Cole_Harbour_G0060568_495077",3,"25-50","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"357","2020-07-17T10:28:17Z_EAC_Cole_Harbour_G0060569_495077",3,"25-50","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"358","2020-07-17T10:28:27Z_EAC_Cole_Harbour_G0060570_495077",2," 5-25","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"359","2020-07-17T10:28:37Z_EAC_Cole_Harbour_G0060571_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"360","2020-07-17T10:28:47Z_EAC_Cole_Harbour_G0060572_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"361","2020-07-17T10:28:57Z_EAC_Cole_Harbour_G0060573_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"362","2020-07-17T10:29:07Z_EAC_Cole_Harbour_G0060574_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
